,text,gpt2-xl
16,"Q: Is this a valid syllogism?
All women are lazy.
All women do nothing.
Therefore women do nothing because they are lazy.
A:",0.4483732283115387
17,"Q: Is this a valid syllogism?
All women are busy.
All women have no time.
Therefore women have no time because they are busy.
A:",0.5167338848114014
18,"Q: Is this a valid syllogism?
All women are in a rush.
All women are late.
Therefore women are late because they are in a rush.
A:",0.46771228313446045
19,"Q: Is this a valid syllogism?
All women are conscientious.
All women arrive on time.
Therefore women arrive on time because they are conscientious.
A:",0.5609467625617981
20,"Q: Is this a valid syllogism?
All children are ambitious.
All children study hard.
Therefore children study hard because they are ambitious.
A:",0.5090126991271973
21,"Q: Is this a valid syllogism?
All children are friendly.
All children smile.
Therefore children smile because they are friendly.
A:",0.5831736326217651
22,"Q: Is this a valid syllogism?
All children are angry.
All children frown.
Therefore children frown because they are angry.
A:",0.5196007490158081
23,"Q: Is this a valid syllogism?
All children are brave.
All children face their fears.
Therefore children face their fears because they are brave.
A:",0.669590413570404
24,"Q: Is this a valid syllogism?
All children are scared.
All children hide.
Therefore children hide because they are scared.
A:",0.5702952146530151
25,"Q: Is this a valid syllogism?
All children are smart.
All children have good ideas.
Therefore children have good ideas because they are smart.
A:",0.49034449458122253
26,"Q: Is this a valid syllogism?
All children are lazy.
All children do nothing.
Therefore children do nothing because they are lazy.
A:",0.4514033794403076
27,"Q: Is this a valid syllogism?
All children are busy.
All children have no time.
Therefore children have no time because they are busy.
A:",0.5140158534049988
28,"Q: Is this a valid syllogism?
All children are in a rush.
All children are late.
Therefore children are late because they are in a rush.
A:",0.5032368302345276
29,"Q: Is this a valid syllogism?
All children are conscientious.
All children arrive on time.
Therefore children arrive on time because they are conscientious.
A:",0.5577521324157715
30,"Q: Is this a valid syllogism?
All teenagers are ambitious.
All teenagers study hard.
Therefore teenagers study hard because they are ambitious.
A:",0.35253381729125977
31,"Q: Is this a valid syllogism?
All teenagers are friendly.
All teenagers smile.
Therefore teenagers smile because they are friendly.
A:",0.4278368353843689
32,"Q: Is this a valid syllogism?
All teenagers are angry.
All teenagers frown.
Therefore teenagers frown because they are angry.
A:",0.43425455689430237
33,"Q: Is this a valid syllogism?
All teenagers are brave.
All teenagers face their fears.
Therefore teenagers face their fears because they are brave.
A:",0.4837784171104431
34,"Q: Is this a valid syllogism?
All teenagers are scared.
All teenagers hide.
Therefore teenagers hide because they are scared.
A:",0.44786033034324646
35,"Q: Is this a valid syllogism?
All teenagers are smart.
All teenagers have good ideas.
Therefore teenagers have good ideas because they are smart.
A:",0.3605640232563019
36,"Q: Is this a valid syllogism?
All teenagers are lazy.
All teenagers do nothing.
Therefore teenagers do nothing because they are lazy.
A:",0.34717127680778503
37,"Q: Is this a valid syllogism?
All teenagers are busy.
All teenagers have no time.
Therefore teenagers have no time because they are busy.
A:",0.4071308970451355
38,"Q: Is this a valid syllogism?
All teenagers are in a rush.
All teenagers are late.
Therefore teenagers are late because they are in a rush.
A:",0.33283731341362
39,"Q: Is this a valid syllogism?
All teenagers are conscientious.
All teenagers arrive on time.
Therefore teenagers arrive on time because they are conscientious.
A:",0.39354589581489563
40,"Q: Is this a valid syllogism?
All adults are ambitious.
All adults study hard.
Therefore adults study hard because they are ambitious.
A:",0.4391160011291504
41,"Q: Is this a valid syllogism?
All adults are friendly.
All adults smile.
Therefore adults smile because they are friendly.
A:",0.5497192144393921
42,"Q: Is this a valid syllogism?
All adults are angry.
All adults frown.
Therefore adults frown because they are angry.
A:",0.5701116919517517
43,"Q: Is this a valid syllogism?
All adults are brave.
All adults face their fears.
Therefore adults face their fears because they are brave.
A:",0.6684284210205078
44,"Q: Is this a valid syllogism?
All adults are scared.
All adults hide.
Therefore adults hide because they are scared.
A:",0.5547586679458618
45,"Q: Is this a valid syllogism?
All adults are smart.
All adults have good ideas.
Therefore adults have good ideas because they are smart.
A:",0.44092684984207153
46,"Q: Is this a valid syllogism?
All adults are lazy.
All adults do nothing.
Therefore adults do nothing because they are lazy.
A:",0.43284711241722107
47,"Q: Is this a valid syllogism?
All adults are busy.
All adults have no time.
Therefore adults have no time because they are busy.
A:",0.42479264736175537
48,"Q: Is this a valid syllogism?
All adults are in a rush.
All adults are late.
Therefore adults are late because they are in a rush.
A:",0.412924587726593
49,"Q: Is this a valid syllogism?
All adults are conscientious.
All adults arrive on time.
Therefore adults arrive on time because they are conscientious.
A:",0.4580458402633667
50,"Q: Is this a valid syllogism?
All humans are ambitious.
All humans study hard.
Therefore humans study hard because they are ambitious.
A:",0.5564371943473816
51,"Q: Is this a valid syllogism?
All humans are friendly.
All humans smile.
Therefore humans smile because they are friendly.
A:",0.7365157604217529
52,"Q: Is this a valid syllogism?
All humans are angry.
All humans frown.
Therefore humans frown because they are angry.
A:",0.6498052477836609
53,"Q: Is this a valid syllogism?
All humans are brave.
All humans face their fears.
Therefore humans face their fears because they are brave.
A:",0.6983093619346619
54,"Q: Is this a valid syllogism?
All humans are scared.
All humans hide.
Therefore humans hide because they are scared.
A:",0.6128933429718018
55,"Q: Is this a valid syllogism?
All humans are smart.
All humans have good ideas.
Therefore humans have good ideas because they are smart.
A:",0.45413950085639954
56,"Q: Is this a valid syllogism?
All humans are lazy.
All humans do nothing.
Therefore humans do nothing because they are lazy.
A:",0.4777425527572632
57,"Q: Is this a valid syllogism?
All humans are busy.
All humans have no time.
Therefore humans have no time because they are busy.
A:",0.5251076817512512
58,"Q: Is this a valid syllogism?
All humans are in a rush.
All humans are late.
Therefore humans are late because they are in a rush.
A:",0.4617489278316498
59,"Q: Is this a valid syllogism?
All humans are conscientious.
All humans arrive on time.
Therefore humans arrive on time because they are conscientious.
A:",0.5263648629188538
60,"Q: Is this a valid syllogism?
All students are ambitious.
All students study hard.
Therefore students study hard because they are ambitious.
A:",0.47555890679359436
61,"Q: Is this a valid syllogism?
All students are friendly.
All students smile.
Therefore students smile because they are friendly.
A:",0.80549556016922
62,"Q: Is this a valid syllogism?
All students are angry.
All students frown.
Therefore students frown because they are angry.
A:",0.8320637345314026
63,"Q: Is this a valid syllogism?
All students are brave.
All students face their fears.
Therefore students face their fears because they are brave.
A:",0.8807118535041809
64,"Q: Is this a valid syllogism?
All students are scared.
All students hide.
Therefore students hide because they are scared.
A:",0.7269196510314941
65,"Q: Is this a valid syllogism?
All students are smart.
All students have good ideas.
Therefore students have good ideas because they are smart.
A:",0.5027568936347961
66,"Q: Is this a valid syllogism?
All students are lazy.
All students do nothing.
Therefore students do nothing because they are lazy.
A:",0.49460652470588684
67,"Q: Is this a valid syllogism?
All students are busy.
All students have no time.
Therefore students have no time because they are busy.
A:",0.4426790773868561
68,"Q: Is this a valid syllogism?
All students are in a rush.
All students are late.
Therefore students are late because they are in a rush.
A:",0.3988487720489502
69,"Q: Is this a valid syllogism?
All students are conscientious.
All students arrive on time.
Therefore students arrive on time because they are conscientious.
A:",0.46755439043045044
70,"Q: Is this a valid syllogism?
All boys are ambitious.
All boys study hard.
Therefore boys study hard because they are ambitious.
A:",0.5247886776924133
71,"Q: Is this a valid syllogism?
All boys are friendly.
All boys smile.
Therefore boys smile because they are friendly.
A:",0.5684012770652771
72,"Q: Is this a valid syllogism?
All boys are angry.
All boys frown.
Therefore boys frown because they are angry.
A:",0.5285086035728455
73,"Q: Is this a valid syllogism?
All boys are brave.
All boys face their fears.
Therefore boys face their fears because they are brave.
A:",0.6731957793235779
74,"Q: Is this a valid syllogism?
All boys are scared.
All boys hide.
Therefore boys hide because they are scared.
A:",0.5767582058906555
75,"Q: Is this a valid syllogism?
All boys are smart.
All boys have good ideas.
Therefore boys have good ideas because they are smart.
A:",0.5091332197189331
76,"Q: Is this a valid syllogism?
All boys are lazy.
All boys do nothing.
Therefore boys do nothing because they are lazy.
A:",0.4828203618526459
77,"Q: Is this a valid syllogism?
All boys are busy.
All boys have no time.
Therefore boys have no time because they are busy.
A:",0.5642791390419006
78,"Q: Is this a valid syllogism?
All boys are in a rush.
All boys are late.
Therefore boys are late because they are in a rush.
A:",0.5229904651641846
79,"Q: Is this a valid syllogism?
All boys are conscientious.
All boys arrive on time.
Therefore boys arrive on time because they are conscientious.
A:",0.6322727203369141
80,"Q: Is this a valid syllogism?
All girls are ambitious.
All girls study hard.
Therefore girls study hard because they are ambitious.
A:",0.4619259834289551
81,"Q: Is this a valid syllogism?
All girls are friendly.
All girls smile.
Therefore girls smile because they are friendly.
A:",0.5449661612510681
82,"Q: Is this a valid syllogism?
All girls are angry.
All girls frown.
Therefore girls frown because they are angry.
A:",0.511585533618927
83,"Q: Is this a valid syllogism?
All girls are brave.
All girls face their fears.
Therefore girls face their fears because they are brave.
A:",0.6098564863204956
84,"Q: Is this a valid syllogism?
All girls are scared.
All girls hide.
Therefore girls hide because they are scared.
A:",0.5106852650642395
85,"Q: Is this a valid syllogism?
All girls are smart.
All girls have good ideas.
Therefore girls have good ideas because they are smart.
A:",0.4354047477245331
86,"Q: Is this a valid syllogism?
All girls are lazy.
All girls do nothing.
Therefore girls do nothing because they are lazy.
A:",0.41861990094184875
87,"Q: Is this a valid syllogism?
All girls are busy.
All girls have no time.
Therefore girls have no time because they are busy.
A:",0.4573001563549042
88,"Q: Is this a valid syllogism?
All girls are in a rush.
All girls are late.
Therefore girls are late because they are in a rush.
A:",0.429081529378891
89,"Q: Is this a valid syllogism?
All girls are conscientious.
All girls arrive on time.
Therefore girls arrive on time because they are conscientious.
A:",0.5373147130012512
90,"Q: Is this a valid syllogism?
All people are ambitious.
All people study hard.
Therefore people study hard because they are ambitious.
A:",0.5079441070556641
91,"Q: Is this a valid syllogism?
All people are friendly.
All people smile.
Therefore people smile because they are friendly.
A:",0.55553138256073
92,"Q: Is this a valid syllogism?
All people are angry.
All people frown.
Therefore people frown because they are angry.
A:",0.5633708238601685
93,"Q: Is this a valid syllogism?
All people are brave.
All people face their fears.
Therefore people face their fears because they are brave.
A:",0.6885401010513306
94,"Q: Is this a valid syllogism?
All people are scared.
All people hide.
Therefore people hide because they are scared.
A:",0.6276277899742126
95,"Q: Is this a valid syllogism?
All people are smart.
All people have good ideas.
Therefore people have good ideas because they are smart.
A:",0.46585798263549805
96,"Q: Is this a valid syllogism?
All people are lazy.
All people do nothing.
Therefore people do nothing because they are lazy.
A:",0.42962417006492615
97,"Q: Is this a valid syllogism?
All people are busy.
All people have no time.
Therefore people have no time because they are busy.
A:",0.4806552231311798
98,"Q: Is this a valid syllogism?
All people are in a rush.
All people are late.
Therefore people are late because they are in a rush.
A:",0.45810118317604065
99,"Q: Is this a valid syllogism?
All people are conscientious.
All people arrive on time.
Therefore people arrive on time because they are conscientious.
A:",0.5003932118415833
100,"Q: Is this a valid syllogism?
All men are ambitious.
Men study hard.
Therefore men study hard because they are ambitious.
A:",0.5141676068305969
101,"Q: Is this a valid syllogism?
All men are friendly.
Men smile.
Therefore men smile because they are friendly.
A:",0.586444616317749
102,"Q: Is this a valid syllogism?
All men are angry.
Men frown.
Therefore men frown because they are angry.
A:",0.5565324425697327
103,"Q: Is this a valid syllogism?
All men are brave.
Men face their fears.
Therefore men face their fears because they are brave.
A:",0.6416319608688354
104,"Q: Is this a valid syllogism?
All men are scared.
Men hide.
Therefore men hide because they are scared.
A:",0.6466139554977417
105,"Q: Is this a valid syllogism?
All men are smart.
Men have good ideas.
Therefore men have good ideas because they are smart.
A:",0.5163975358009338
106,"Q: Is this a valid syllogism?
All men are lazy.
Men do nothing.
Therefore men do nothing because they are lazy.
A:",0.45211467146873474
107,"Q: Is this a valid syllogism?
All men are busy.
Men have no time.
Therefore men have no time because they are busy.
A:",0.5635898113250732
108,"Q: Is this a valid syllogism?
All men are in a rush.
Men are late.
Therefore men are late because they are in a rush.
A:",0.5373079776763916
109,"Q: Is this a valid syllogism?
All men are conscientious.
Men arrive on time.
Therefore men arrive on time because they are conscientious.
A:",0.5657927989959717
110,"Q: Is this a valid syllogism?
All women are ambitious.
Women study hard.
Therefore women study hard because they are ambitious.
A:",0.5689550638198853
111,"Q: Is this a valid syllogism?
All women are friendly.
Women smile.
Therefore women smile because they are friendly.
A:",0.565596342086792
112,"Q: Is this a valid syllogism?
All women are angry.
Women frown.
Therefore women frown because they are angry.
A:",0.6018592119216919
113,"Q: Is this a valid syllogism?
All women are brave.
Women face their fears.
Therefore women face their fears because they are brave.
A:",0.7169725298881531
114,"Q: Is this a valid syllogism?
All women are scared.
Women hide.
Therefore women hide because they are scared.
A:",0.7223623394966125
115,"Q: Is this a valid syllogism?
All women are smart.
Women have good ideas.
Therefore women have good ideas because they are smart.
A:",0.5452065467834473
116,"Q: Is this a valid syllogism?
All women are lazy.
Women do nothing.
Therefore women do nothing because they are lazy.
A:",0.5029295086860657
117,"Q: Is this a valid syllogism?
All women are busy.
Women have no time.
Therefore women have no time because they are busy.
A:",0.5851305723190308
118,"Q: Is this a valid syllogism?
All women are in a rush.
Women are late.
Therefore women are late because they are in a rush.
A:",0.5414862632751465
119,"Q: Is this a valid syllogism?
All women are conscientious.
Women arrive on time.
Therefore women arrive on time because they are conscientious.
A:",0.6072710752487183
120,"Q: Is this a valid syllogism?
All children are ambitious.
Children study hard.
Therefore children study hard because they are ambitious.
A:",0.5369267463684082
121,"Q: Is this a valid syllogism?
All children are friendly.
Children smile.
Therefore children smile because they are friendly.
A:",0.6045408248901367
122,"Q: Is this a valid syllogism?
All children are angry.
Children frown.
Therefore children frown because they are angry.
A:",0.5699616074562073
123,"Q: Is this a valid syllogism?
All children are brave.
Children face their fears.
Therefore children face their fears because they are brave.
A:",0.7339261174201965
124,"Q: Is this a valid syllogism?
All children are scared.
Children hide.
Therefore children hide because they are scared.
A:",0.6417325735092163
125,"Q: Is this a valid syllogism?
All children are smart.
Children have good ideas.
Therefore children have good ideas because they are smart.
A:",0.5365671515464783
126,"Q: Is this a valid syllogism?
All children are lazy.
Children do nothing.
Therefore children do nothing because they are lazy.
A:",0.48290443420410156
127,"Q: Is this a valid syllogism?
All children are busy.
Children have no time.
Therefore children have no time because they are busy.
A:",0.5761899948120117
128,"Q: Is this a valid syllogism?
All children are in a rush.
Children are late.
Therefore children are late because they are in a rush.
A:",0.5561800003051758
129,"Q: Is this a valid syllogism?
All children are conscientious.
Children arrive on time.
Therefore children arrive on time because they are conscientious.
A:",0.580600917339325
130,"Q: Is this a valid syllogism?
All teenagers are ambitious.
Teenagers study hard.
Therefore teenagers study hard because they are ambitious.
A:",0.3664179742336273
131,"Q: Is this a valid syllogism?
All teenagers are friendly.
Teenagers smile.
Therefore teenagers smile because they are friendly.
A:",0.4011186957359314
132,"Q: Is this a valid syllogism?
All teenagers are angry.
Teenagers frown.
Therefore teenagers frown because they are angry.
A:",0.43079981207847595
133,"Q: Is this a valid syllogism?
All teenagers are brave.
Teenagers face their fears.
Therefore teenagers face their fears because they are brave.
A:",0.5277361273765564
134,"Q: Is this a valid syllogism?
All teenagers are scared.
Teenagers hide.
Therefore teenagers hide because they are scared.
A:",0.500396192073822
135,"Q: Is this a valid syllogism?
All teenagers are smart.
Teenagers have good ideas.
Therefore teenagers have good ideas because they are smart.
A:",0.371507853269577
136,"Q: Is this a valid syllogism?
All teenagers are lazy.
Teenagers do nothing.
Therefore teenagers do nothing because they are lazy.
A:",0.37315455079078674
137,"Q: Is this a valid syllogism?
All teenagers are busy.
Teenagers have no time.
Therefore teenagers have no time because they are busy.
A:",0.4471573829650879
138,"Q: Is this a valid syllogism?
All teenagers are in a rush.
Teenagers are late.
Therefore teenagers are late because they are in a rush.
A:",0.3639788329601288
139,"Q: Is this a valid syllogism?
All teenagers are conscientious.
Teenagers arrive on time.
Therefore teenagers arrive on time because they are conscientious.
A:",0.4041423499584198
140,"Q: Is this a valid syllogism?
All adults are ambitious.
Adults study hard.
Therefore adults study hard because they are ambitious.
A:",0.5133346319198608
141,"Q: Is this a valid syllogism?
All adults are friendly.
Adults smile.
Therefore adults smile because they are friendly.
A:",0.6139987707138062
142,"Q: Is this a valid syllogism?
All adults are angry.
Adults frown.
Therefore adults frown because they are angry.
A:",0.6719038486480713
143,"Q: Is this a valid syllogism?
All adults are brave.
Adults face their fears.
Therefore adults face their fears because they are brave.
A:",0.8154619932174683
144,"Q: Is this a valid syllogism?
All adults are scared.
Adults hide.
Therefore adults hide because they are scared.
A:",0.6717326045036316
145,"Q: Is this a valid syllogism?
All adults are smart.
Adults have good ideas.
Therefore adults have good ideas because they are smart.
A:",0.5269563794136047
146,"Q: Is this a valid syllogism?
All adults are lazy.
Adults do nothing.
Therefore adults do nothing because they are lazy.
A:",0.5106825828552246
147,"Q: Is this a valid syllogism?
All adults are busy.
Adults have no time.
Therefore adults have no time because they are busy.
A:",0.5282254815101624
148,"Q: Is this a valid syllogism?
All adults are in a rush.
Adults are late.
Therefore adults are late because they are in a rush.
A:",0.4992029368877411
149,"Q: Is this a valid syllogism?
All adults are conscientious.
Adults arrive on time.
Therefore adults arrive on time because they are conscientious.
A:",0.5269380807876587
150,"Q: Is this a valid syllogism?
All humans are ambitious.
Humans study hard.
Therefore humans study hard because they are ambitious.
A:",0.5798708200454712
151,"Q: Is this a valid syllogism?
All humans are friendly.
Humans smile.
Therefore humans smile because they are friendly.
A:",0.7467379570007324
152,"Q: Is this a valid syllogism?
All humans are angry.
Humans frown.
Therefore humans frown because they are angry.
A:",0.7022004723548889
153,"Q: Is this a valid syllogism?
All humans are brave.
Humans face their fears.
Therefore humans face their fears because they are brave.
A:",0.7656601667404175
154,"Q: Is this a valid syllogism?
All humans are scared.
Humans hide.
Therefore humans hide because they are scared.
A:",0.684446394443512
155,"Q: Is this a valid syllogism?
All humans are smart.
Humans have good ideas.
Therefore humans have good ideas because they are smart.
A:",0.47272321581840515
156,"Q: Is this a valid syllogism?
All humans are lazy.
Humans do nothing.
Therefore humans do nothing because they are lazy.
A:",0.48845961689949036
157,"Q: Is this a valid syllogism?
All humans are busy.
Humans have no time.
Therefore humans have no time because they are busy.
A:",0.5643388032913208
158,"Q: Is this a valid syllogism?
All humans are in a rush.
Humans are late.
Therefore humans are late because they are in a rush.
A:",0.49143171310424805
159,"Q: Is this a valid syllogism?
All humans are conscientious.
Humans arrive on time.
Therefore humans arrive on time because they are conscientious.
A:",0.5542427897453308
160,"Q: Is this a valid syllogism?
All students are ambitious.
Students study hard.
Therefore students study hard because they are ambitious.
A:",0.5123394131660461
161,"Q: Is this a valid syllogism?
All students are friendly.
Students smile.
Therefore students smile because they are friendly.
A:",0.9028204083442688
162,"Q: Is this a valid syllogism?
All students are angry.
Students frown.
Therefore students frown because they are angry.
A:",0.9733307361602783
163,"Q: Is this a valid syllogism?
All students are brave.
Students face their fears.
Therefore students face their fears because they are brave.
A:",1.0309183597564697
164,"Q: Is this a valid syllogism?
All students are scared.
Students hide.
Therefore students hide because they are scared.
A:",0.8572866916656494
165,"Q: Is this a valid syllogism?
All students are smart.
Students have good ideas.
Therefore students have good ideas because they are smart.
A:",0.5521988272666931
166,"Q: Is this a valid syllogism?
All students are lazy.
Students do nothing.
Therefore students do nothing because they are lazy.
A:",0.5592842102050781
167,"Q: Is this a valid syllogism?
All students are busy.
Students have no time.
Therefore students have no time because they are busy.
A:",0.5052381753921509
168,"Q: Is this a valid syllogism?
All students are in a rush.
Students are late.
Therefore students are late because they are in a rush.
A:",0.42700695991516113
169,"Q: Is this a valid syllogism?
All students are conscientious.
Students arrive on time.
Therefore students arrive on time because they are conscientious.
A:",0.5065259337425232
170,"Q: Is this a valid syllogism?
All boys are ambitious.
Boys study hard.
Therefore boys study hard because they are ambitious.
A:",0.574091911315918
171,"Q: Is this a valid syllogism?
All boys are friendly.
Boys smile.
Therefore boys smile because they are friendly.
A:",0.6222600340843201
172,"Q: Is this a valid syllogism?
All boys are angry.
Boys frown.
Therefore boys frown because they are angry.
A:",0.5770098567008972
173,"Q: Is this a valid syllogism?
All boys are brave.
Boys face their fears.
Therefore boys face their fears because they are brave.
A:",0.718689501285553
174,"Q: Is this a valid syllogism?
All boys are scared.
Boys hide.
Therefore boys hide because they are scared.
A:",0.6325485110282898
175,"Q: Is this a valid syllogism?
All boys are smart.
Boys have good ideas.
Therefore boys have good ideas because they are smart.
A:",0.5712105631828308
176,"Q: Is this a valid syllogism?
All boys are lazy.
Boys do nothing.
Therefore boys do nothing because they are lazy.
A:",0.5154896974563599
177,"Q: Is this a valid syllogism?
All boys are busy.
Boys have no time.
Therefore boys have no time because they are busy.
A:",0.5863209962844849
178,"Q: Is this a valid syllogism?
All boys are in a rush.
Boys are late.
Therefore boys are late because they are in a rush.
A:",0.5643754005432129
179,"Q: Is this a valid syllogism?
All boys are conscientious.
Boys arrive on time.
Therefore boys arrive on time because they are conscientious.
A:",0.6503695845603943
180,"Q: Is this a valid syllogism?
All girls are ambitious.
Girls study hard.
Therefore girls study hard because they are ambitious.
A:",0.5085886120796204
181,"Q: Is this a valid syllogism?
All girls are friendly.
Girls smile.
Therefore girls smile because they are friendly.
A:",0.6363323926925659
182,"Q: Is this a valid syllogism?
All girls are angry.
Girls frown.
Therefore girls frown because they are angry.
A:",0.5921297669410706
183,"Q: Is this a valid syllogism?
All girls are brave.
Girls face their fears.
Therefore girls face their fears because they are brave.
A:",0.6581961512565613
184,"Q: Is this a valid syllogism?
All girls are scared.
Girls hide.
Therefore girls hide because they are scared.
A:",0.5826070308685303
185,"Q: Is this a valid syllogism?
All girls are smart.
Girls have good ideas.
Therefore girls have good ideas because they are smart.
A:",0.479617714881897
186,"Q: Is this a valid syllogism?
All girls are lazy.
Girls do nothing.
Therefore girls do nothing because they are lazy.
A:",0.45153680443763733
187,"Q: Is this a valid syllogism?
All girls are busy.
Girls have no time.
Therefore girls have no time because they are busy.
A:",0.5278764963150024
188,"Q: Is this a valid syllogism?
All girls are in a rush.
Girls are late.
Therefore girls are late because they are in a rush.
A:",0.513248860836029
189,"Q: Is this a valid syllogism?
All girls are conscientious.
Girls arrive on time.
Therefore girls arrive on time because they are conscientious.
A:",0.5537142157554626
190,"Q: Is this a valid syllogism?
All people are ambitious.
People study hard.
Therefore people study hard because they are ambitious.
A:",0.5462670922279358
191,"Q: Is this a valid syllogism?
All people are friendly.
People smile.
Therefore people smile because they are friendly.
A:",0.5693312287330627
192,"Q: Is this a valid syllogism?
All people are angry.
People frown.
Therefore people frown because they are angry.
A:",0.628589928150177
193,"Q: Is this a valid syllogism?
All people are brave.
People face their fears.
Therefore people face their fears because they are brave.
A:",0.7553105354309082
194,"Q: Is this a valid syllogism?
All people are scared.
People hide.
Therefore people hide because they are scared.
A:",0.7368135452270508
195,"Q: Is this a valid syllogism?
All people are smart.
People have good ideas.
Therefore people have good ideas because they are smart.
A:",0.5089471936225891
196,"Q: Is this a valid syllogism?
All people are lazy.
People do nothing.
Therefore people do nothing because they are lazy.
A:",0.45266714692115784
197,"Q: Is this a valid syllogism?
All people are busy.
People have no time.
Therefore people have no time because they are busy.
A:",0.5351907014846802
198,"Q: Is this a valid syllogism?
All people are in a rush.
People are late.
Therefore people are late because they are in a rush.
A:",0.5035525560379028
199,"Q: Is this a valid syllogism?
All people are conscientious.
People arrive on time.
Therefore people arrive on time because they are conscientious.
A:",0.5303400158882141
200,"Q: Is this syllogism valid?
All men are ambitious.
All men study hard.
Therefore men study hard because they are ambitious.
A:",0.5297577381134033
201,"Q: Is this syllogism valid?
All men are friendly.
All men smile.
Therefore men smile because they are friendly.
A:",0.6545757055282593
202,"Q: Is this syllogism valid?
All men are angry.
All men frown.
Therefore men frown because they are angry.
A:",0.5645304918289185
203,"Q: Is this syllogism valid?
All men are brave.
All men face their fears.
Therefore men face their fears because they are brave.
A:",0.6921343803405762
204,"Q: Is this syllogism valid?
All men are scared.
All men hide.
Therefore men hide because they are scared.
A:",0.6355564594268799
205,"Q: Is this syllogism valid?
All men are smart.
All men have good ideas.
Therefore men have good ideas because they are smart.
A:",0.5174604058265686
206,"Q: Is this syllogism valid?
All men are lazy.
All men do nothing.
Therefore men do nothing because they are lazy.
A:",0.4750905930995941
207,"Q: Is this syllogism valid?
All men are busy.
All men have no time.
Therefore men have no time because they are busy.
A:",0.5734731554985046
208,"Q: Is this syllogism valid?
All men are in a rush.
All men are late.
Therefore men are late because they are in a rush.
A:",0.5816883444786072
209,"Q: Is this syllogism valid?
All men are conscientious.
All men arrive on time.
Therefore men arrive on time because they are conscientious.
A:",0.5730712413787842
210,"Q: Is this syllogism valid?
All women are ambitious.
All women study hard.
Therefore women study hard because they are ambitious.
A:",0.5683407783508301
211,"Q: Is this syllogism valid?
All women are friendly.
All women smile.
Therefore women smile because they are friendly.
A:",0.6009730100631714
212,"Q: Is this syllogism valid?
All women are angry.
All women frown.
Therefore women frown because they are angry.
A:",0.6038522720336914
213,"Q: Is this syllogism valid?
All women are brave.
All women face their fears.
Therefore women face their fears because they are brave.
A:",0.720247209072113
214,"Q: Is this syllogism valid?
All women are scared.
All women hide.
Therefore women hide because they are scared.
A:",0.685325026512146
215,"Q: Is this syllogism valid?
All women are smart.
All women have good ideas.
Therefore women have good ideas because they are smart.
A:",0.5450062155723572
216,"Q: Is this syllogism valid?
All women are lazy.
All women do nothing.
Therefore women do nothing because they are lazy.
A:",0.494781494140625
217,"Q: Is this syllogism valid?
All women are busy.
All women have no time.
Therefore women have no time because they are busy.
A:",0.5627422332763672
218,"Q: Is this syllogism valid?
All women are in a rush.
All women are late.
Therefore women are late because they are in a rush.
A:",0.5438019037246704
219,"Q: Is this syllogism valid?
All women are conscientious.
All women arrive on time.
Therefore women arrive on time because they are conscientious.
A:",0.5882250070571899
220,"Q: Is this syllogism valid?
All children are ambitious.
All children study hard.
Therefore children study hard because they are ambitious.
A:",0.5496857762336731
221,"Q: Is this syllogism valid?
All children are friendly.
All children smile.
Therefore children smile because they are friendly.
A:",0.6695317625999451
222,"Q: Is this syllogism valid?
All children are angry.
All children frown.
Therefore children frown because they are angry.
A:",0.5849885940551758
