index,loss,correct,pred
156,3.1604325771331787,0, 1
157,2.909054756164551,0, 1
158,3.2661194801330566,0, 1
159,2.5868968963623047,0, 1
160,1.7790549993515015,0, 1
161,1.7793262004852295,0, 1
162,1.2955195903778076,1, 5
163,1.6766011714935303,0, 1
164,0.7703597545623779,1, 10
165,0.7402635812759399,1, 10
166,0.7869607210159302,1, 10
167,0.7762349247932434,1, 10
168,2.3949685096740723,0, 1
169,2.32440185546875,0, 1
170,1.2316210269927979,1, 20
171,1.3057756423950195,1, 20
172,2.6919972896575928,0, 1
173,3.3648579120635986,0, 1
174,1.407945990562439,1, 50
175,2.845005512237549,0, 1
176,3.2972617149353027,0, 1
177,4.145376682281494,0, 1
178,3.2687807083129883,0, 1
179,3.7221903800964355,0, 1
180,0.9472535848617554,1, 5
181,0.8612242341041565,1, 5
182,0.7748419046401978,1, 5
183,0.9506912231445312,1, 5
184,0.48474031686782837,1, 10
185,0.4089749753475189,1, 10
186,0.4998767375946045,1, 10
187,0.5204178690910339,1, 10
188,1.0705883502960205,1, 20
189,0.9385505318641663,1, 20
190,0.861811637878418,1, 20
191,0.9146904349327087,1, 20
192,1.0057179927825928,1, 50
193,1.0562883615493774,1, 50
194,1.063199520111084,1, 50
195,1.0371463298797607,1, 50
196,1.1941473484039307,1, 100
197,2.4276676177978516,0, 1
198,1.3240973949432373,1, 100
199,2.5824270248413086,0, 1
200,1.2736079692840576,1, 5
201,1.9114114046096802,0, 1
202,1.0906884670257568,1, 5
203,1.8379939794540405,0, 1
204,0.7656841278076172,1, 10
205,0.7785676121711731,1, 10
206,0.763288140296936,1, 10
207,0.8911583423614502,1, 10
208,1.4177210330963135,1, 20
209,1.444409728050232,1, 20
210,1.1231234073638916,1, 20
211,1.3317217826843262,1, 20
212,2.8783693313598633,0, 1
213,3.9287667274475098,0, 1
214,1.4663496017456055,1, 50
215,3.3491694927215576,0, 1
216,4.107692718505859,0, 1
217,4.549016952514648,0, 1
218,3.990591526031494,0, 1
219,4.311980724334717,0, 1
220,5.001941680908203,0, 5
221,4.9633049964904785,0, 5
222,4.626906871795654,0, 5
223,4.752906322479248,0, 5
224,5.2917680740356445,0, 10
225,5.529289245605469,0, 10
226,5.185524940490723,0, 10
227,5.184715270996094,0, 10
228,6.8370208740234375,0, 10
229,6.0311808586120605,0, 20
230,5.981948375701904,0, 20
231,5.696954250335693,0, 20
232,10.065796852111816,0, 5
233,6.372917652130127,0, 50
234,9.617734909057617,0, 5
235,6.359878063201904,0, 50
236,9.672117233276367,0, 5
237,9.151089668273926,0, 5
238,9.27001667022705,0, 5
239,9.204569816589355,0, 5
240,0.7578631043434143,1, 5
241,0.6763639450073242,1, 5
242,0.6784349083900452,1, 5
243,0.6234298348426819,1, 5
244,0.35397401452064514,1, 10
245,0.23651336133480072,1, 10
246,0.39072680473327637,1, 10
247,0.2860603630542755,1, 10
248,0.9119149446487427,1, 20
249,0.6366915106773376,1, 20
250,0.8401098251342773,1, 20
251,0.5735698938369751,1, 20
252,0.8875443935394287,1, 50
253,0.6856669187545776,1, 50
254,0.954148530960083,1, 50
255,0.6399635076522827,1, 50
256,0.9654669761657715,1, 100
257,0.9355708360671997,1, 100
258,1.0929896831512451,1, 100
259,0.852263867855072,1, 100
260,0.8948452472686768,1, 5
261,0.8927096128463745,1, 5
262,0.7573811411857605,1, 5
263,0.8952282071113586,1, 5
264,0.5472558736801147,1, 10
265,0.5077835321426392,1, 10
266,0.5916092991828918,1, 10
267,0.6060968041419983,1, 10
268,1.022947072982788,1, 20
269,0.9860693216323853,1, 20
270,0.8414309024810791,1, 20
271,0.8996213674545288,1, 20
272,1.099089503288269,1, 50
273,1.2938467264175415,1, 50
274,1.1358519792556763,1, 50
275,1.2127842903137207,1, 50
276,2.947831392288208,0, 1
277,3.4799447059631348,0, 1
278,3.1558430194854736,0, 1
279,3.614081621170044,0, 1
280,2.2628674507141113,0, 2
281,2.0681095123291016,0, 5
282,2.148815631866455,0, 5
283,2.211224317550659,0, 5
284,3.3169362545013428,0, 10
285,3.1746256351470947,0, 10
286,2.948916435241699,0, 10
287,2.923368215560913,0, 10
288,6.181262493133545,0, 2
289,4.483301162719727,0, 20
290,4.291750431060791,0, 20
291,4.209455966949463,0, 20
292,6.400758743286133,0, 1
293,3.737941026687622,0, 50
294,6.478214263916016,0, 1
295,3.6657254695892334,0, 50
296,11.13669204711914,0, 1
297,10.533042907714844,0, 1
298,10.73046875,0, 1
299,10.538602828979492,0, 1
300,0.9433140158653259,1, 5
301,0.8417376279830933,1, 5
302,0.8397728800773621,1, 5
303,0.805083692073822,1, 5
304,0.4733401834964752,1, 10
305,0.3833963871002197,1, 10
306,0.4958071708679199,1, 10
307,0.39884093403816223,1, 10
308,1.1813112497329712,1, 20
309,0.8988324403762817,1, 20
310,0.9772018194198608,1, 20
311,0.7862112522125244,1, 20
312,1.0581995248794556,1, 50
313,1.2552330493927002,1, 50
314,1.1243520975112915,1, 50
315,1.1113297939300537,1, 50
316,1.2343648672103882,1, 100
317,2.504462957382202,0, 1
318,1.2322531938552856,1, 100
319,1.218123435974121,1, 100
320,1.5459392070770264,0, 1
321,1.172228217124939,1, 5
322,1.1981104612350464,1, 5
323,1.1646219491958618,1, 5
324,0.7898762822151184,1, 10
325,0.6352178454399109,1, 10
326,0.8522403836250305,1, 10
327,0.755577802658081,1, 10
328,2.292135715484619,0, 1
329,1.345974087715149,1, 20
330,1.412465214729309,1, 20
331,1.3347734212875366,1, 20
332,2.799832582473755,0, 1
333,3.1412713527679443,0, 1
334,3.049912452697754,0, 1
335,3.0054497718811035,0, 1
336,3.7571005821228027,0, 1
337,4.109694004058838,0, 1
338,4.058272361755371,0, 1
339,4.0609588623046875,0, 1
340,1.1187479496002197,1, 5
341,1.1497224569320679,1, 5
342,0.9994274377822876,1, 5
343,1.105138897895813,1, 5
344,0.6487823724746704,1, 10
345,0.5177426934242249,1, 10
346,0.7083454132080078,1, 10
347,0.596461832523346,1, 10
348,1.2451839447021484,1, 20
349,1.0685703754425049,1, 20
350,0.9839621186256409,1, 20
351,0.9688518047332764,1, 20
352,1.2633599042892456,1, 50
353,1.3175652027130127,1, 50
354,1.3038700819015503,1, 50
355,1.1589231491088867,1, 50
356,3.264225959777832,0, 1
357,3.1844701766967773,0, 1
358,3.334867238998413,0, 1
359,2.8441340923309326,0, 1
360,1.8091896772384644,0, 1
361,1.8253393173217773,0, 1
362,1.610397458076477,0, 1
363,1.69691002368927,0, 1
364,0.7888811230659485,1, 10
365,0.7419040203094482,1, 10
366,0.8157557845115662,1, 10
367,0.7693102359771729,1, 10
368,2.505751132965088,0, 1
369,2.4000041484832764,0, 1
370,1.3386343717575073,1, 20
371,1.3320610523223877,1, 20
372,2.962470531463623,0, 1
373,3.3641347885131836,0, 1
374,2.8513708114624023,0, 1
375,2.8625473976135254,0, 1
376,3.4537007808685303,0, 1
377,4.114867210388184,0, 1
378,3.4757983684539795,0, 1
379,3.6672322750091553,0, 1
380,0.9806816577911377,1, 5
381,0.9238527417182922,1, 5
382,0.8125001192092896,1, 5
383,0.9859930276870728,1, 5
384,0.503652811050415,1, 10
385,0.4233749508857727,1, 10
386,0.5321864485740662,1, 10
387,0.5294845104217529,1, 10
388,1.1211459636688232,1, 20
389,1.0272471904754639,1, 20
390,0.9424408674240112,1, 20
391,0.9872636795043945,1, 20
392,1.061686635017395,1, 50
393,1.1118522882461548,1, 50
394,1.159270167350769,1, 50
395,1.091181993484497,1, 50
396,1.2274620532989502,1, 100
397,2.556868314743042,0, 1
398,2.6198251247406006,0, 1
399,2.6611599922180176,0, 1
400,1.5840784311294556,0, 1
401,1.7489237785339355,0, 1
402,1.066087007522583,1, 5
403,1.6433724164962769,0, 1
404,0.7214733958244324,1, 10
405,0.6865018606185913,1, 10
406,0.7013826966285706,1, 10
407,0.7750561237335205,1, 10
408,1.3749216794967651,1, 20
409,1.3574038743972778,1, 20
410,1.0766081809997559,1, 20
411,1.2807729244232178,1, 20
412,2.8918793201446533,0, 1
413,3.9874250888824463,0, 1
414,1.4424870014190674,1, 50
415,3.4332802295684814,0, 1
416,4.276986598968506,0, 1
417,4.539835453033447,0, 1
418,4.047702789306641,0, 1
419,4.362491607666016,0, 1
420,5.298397064208984,0, 5
421,5.139615535736084,0, 5
422,4.9658284187316895,0, 5
423,5.043623924255371,0, 5
424,5.5477094650268555,0, 10
425,5.77491569519043,0, 10
426,5.529187202453613,0, 10
427,5.472267150878906,0, 10
428,6.925577640533447,0, 10
429,6.021105766296387,0, 20
430,6.106166362762451,0, 20
431,5.742456436157227,0, 20
432,10.67076587677002,0, 5
433,6.673485279083252,0, 50
434,10.144213676452637,0, 5
435,6.744453430175781,0, 50
436,10.29565715789795,0, 5
437,9.674905776977539,0, 5
438,9.819408416748047,0, 5
439,9.293314933776855,0, 10
440,0.9762006402015686,1, 5
441,0.7662628889083862,1, 5
442,0.8183310031890869,1, 5
443,0.6709070801734924,1, 5
444,0.4632112383842468,1, 10
445,0.31147122383117676,1, 10
446,0.4863710403442383,1, 10
447,0.3403184115886688,1, 10
448,1.122923493385315,1, 20
449,0.7763500809669495,1, 20
450,0.9165598154067993,1, 20
451,0.697350263595581,1, 20
452,1.0359253883361816,1, 50
453,0.9091780781745911,1, 50
454,1.0414036512374878,1, 50
455,0.836186945438385,1, 50
456,2.414137363433838,0, 1
457,1.1535054445266724,1, 100
458,2.5400538444519043,0, 1
459,1.0299996137619019,1, 100
460,0.9015265107154846,1, 5
461,0.8435994386672974,1, 5
462,0.7413414120674133,1, 5
463,0.8506003618240356,1, 5
464,0.5251442193984985,1, 10
465,0.47858643531799316,1, 10
466,0.5533376336097717,1, 10
467,0.5655794143676758,1, 10
468,1.0260180234909058,1, 20
469,0.9420958757400513,1, 20
470,0.8059775233268738,1, 20
471,0.8599777817726135,1, 20
472,1.126359462738037,1, 50
473,1.344056248664856,1, 50
474,1.105772852897644,1, 50
475,1.2500319480895996,1, 50
476,3.0969858169555664,0, 1
477,3.581735610961914,0, 1
478,3.1128337383270264,0, 1
479,3.7607545852661133,0, 1
480,2.186573028564453,0, 2
481,2.0573997497558594,0, 5
482,2.0892202854156494,0, 5
483,2.205744981765747,0, 5
484,3.389089345932007,0, 10
485,3.2614572048187256,0, 10
486,3.0636396408081055,0, 10
487,3.0723536014556885,0, 10
488,6.256021022796631,0, 2
489,4.524875164031982,0, 20
490,4.397738456726074,0, 20
491,4.2893385887146,0, 20
492,6.387147903442383,0, 1
493,3.734156608581543,0, 50
494,6.533584117889404,0, 1
495,3.7650866508483887,0, 50
496,11.478679656982422,0, 1
497,10.715134620666504,0, 1
498,11.063873291015625,0, 1
499,10.794340133666992,0, 1
500,0.9555851221084595,1, 5
501,0.8043667078018188,1, 5
502,0.7941895127296448,1, 5
503,0.7512643337249756,1, 5
504,0.4601973295211792,1, 10
505,0.36693108081817627,1, 10
506,0.46934813261032104,1, 10
507,0.3778936564922333,1, 10
508,1.1683719158172607,1, 20
509,0.8745275735855103,1, 20
510,0.921972393989563,1, 20
511,0.7805410623550415,1, 20
512,1.1016955375671387,1, 50
513,1.3299121856689453,1, 50
514,1.0981963872909546,1, 50
515,1.1738903522491455,1, 50
516,1.2533806562423706,1, 100
517,2.574734687805176,0, 1
518,1.1390000581741333,1, 100
519,1.2753278017044067,1, 100
520,1.235254168510437,1, 5
521,1.063806176185608,1, 5
522,1.0845847129821777,1, 5
523,1.0484726428985596,1, 5
524,0.7793169021606445,1, 10
525,0.5875833034515381,1, 10
526,0.7927374839782715,1, 10
527,0.6881400942802429,1, 10
528,2.3176867961883545,0, 1
529,1.3109135627746582,1, 20
530,1.381988286972046,1, 20
531,1.3380258083343506,1, 20
532,2.759455442428589,0, 1
533,3.189667224884033,0, 1
534,2.902794122695923,0, 1
535,3.091062307357788,0, 1
536,3.5673341751098633,0, 1
537,4.001220703125,0, 1
538,3.757207155227661,0, 1
539,4.048134803771973,0, 1
540,1.1763012409210205,1, 5
541,1.1211116313934326,1, 5
542,1.019033432006836,1, 5
543,1.0804469585418701,1, 5
544,0.6545475721359253,1, 10
545,0.5211440324783325,1, 10
546,0.6866225004196167,1, 10
547,0.5868066549301147,1, 10
548,1.3058005571365356,1, 20
549,1.1070823669433594,1, 20
550,1.0317986011505127,1, 20
551,1.0804443359375,1, 20
552,1.2979259490966797,1, 50
553,2.7804744243621826,0, 1
554,1.2988699674606323,1, 50
555,1.4047819375991821,1, 50
556,3.285576820373535,0, 1
557,3.4473602771759033,0, 1
558,3.23492693901062,0, 1
559,3.1458816528320312,0, 1
560,1.7266355752944946,0, 1
561,1.6324012279510498,0, 1
562,1.217097520828247,1, 5
563,1.2665646076202393,1, 5
564,0.747269332408905,1, 10
565,0.6712786555290222,1, 10
566,0.7396778464317322,1, 10
567,0.684280276298523,1, 10
568,2.363950490951538,0, 1
569,2.2982232570648193,0, 1
570,1.2116299867630005,1, 20
571,1.2916730642318726,1, 20
572,2.7940807342529297,0, 1
573,3.315281629562378,0, 1
574,2.621246099472046,0, 1
575,2.839791774749756,0, 1
576,3.425307512283325,0, 1
577,3.9507107734680176,0, 1
578,3.2553508281707764,0, 1
579,3.569841146469116,0, 1
580,1.0335804224014282,1, 5
581,0.8355705738067627,1, 5
582,0.8053907752037048,1, 5
583,0.8767434358596802,1, 5
584,0.49515196681022644,1, 10
585,0.3878452777862549,1, 10
586,0.48681744933128357,1, 10
587,0.4699357748031616,1, 10
588,1.1404904127120972,1, 20
589,0.9449001550674438,1, 20
590,0.9172874093055725,1, 20
591,0.9594470858573914,1, 20
592,1.1138886213302612,1, 50
593,1.0929619073867798,1, 50
594,1.14620840549469,1, 50
595,1.104892373085022,1, 50
596,2.4181010723114014,0, 1
597,1.2345103025436401,1, 100
598,2.5224897861480713,0, 1
599,2.514186382293701,0, 1
600,1.2546055316925049,1, 5
601,1.8821429014205933,0, 1
602,1.0524450540542603,1, 5
603,1.7585262060165405,0, 1
604,0.7479604482650757,1, 10
605,0.8057280778884888,1, 10
606,0.7383593916893005,1, 10
607,0.8985679149627686,1, 10
608,1.3750296831130981,1, 20
609,2.218427896499634,0, 1
610,1.0813379287719727,1, 20
611,1.3616992235183716,1, 20
612,2.835233688354492,0, 1
613,4.193856239318848,0, 1
614,1.403027892112732,1, 50
615,3.6117115020751953,0, 1
616,4.154571533203125,0, 1
617,4.880490779876709,0, 1
618,3.9583799839019775,0, 1
619,4.7039666175842285,0, 1
620,5.0745344161987305,0, 5
621,4.945236682891846,0, 5
622,4.756104946136475,0, 5
623,4.835023880004883,0, 5
624,5.440295219421387,0, 10
625,5.6337456703186035,0, 10
626,5.386923789978027,0, 10
627,5.351275444030762,0, 10
628,6.9226298332214355,0, 10
629,6.092280387878418,0, 20
630,6.099359035491943,0, 20
631,5.8438944816589355,0, 20
632,10.59415340423584,0, 5
633,6.5482940673828125,0, 50
634,10.148367881774902,0, 5
635,6.630197048187256,0, 50
636,10.216667175292969,0, 5
637,9.422656059265137,0, 5
638,9.802351951599121,0, 5
639,9.082622528076172,0, 10
640,1.020171046257019,1, 5
641,0.8531835079193115,1, 5
642,0.8660518527030945,1, 5
643,0.7448182106018066,1, 5
644,0.5405216217041016,1, 10
645,0.37101030349731445,1, 10
646,0.5555370450019836,1, 10
647,0.40859732031822205,1, 10
648,1.2631336450576782,1, 20
649,0.867874801158905,1, 20
650,1.0114285945892334,1, 20
651,0.7414928078651428,1, 20
652,1.1516704559326172,1, 50
653,0.9463903307914734,1, 50
654,1.1039379835128784,1, 50
655,0.8488703370094299,1, 50
656,2.5347678661346436,0, 1
657,2.4531242847442627,0, 1
658,2.637601852416992,0, 1
659,1.1297550201416016,1, 100
660,0.941368579864502,1, 5
661,0.9214576482772827,1, 5
662,0.7757940292358398,1, 5
663,0.887275218963623,1, 5
664,0.5995579957962036,1, 10
665,0.5418450236320496,1, 10
666,0.6131250262260437,1, 10
667,0.6312407851219177,1, 10
668,1.1224830150604248,1, 20
669,1.027320146560669,1, 20
670,0.8651384711265564,1, 20
671,0.8966225385665894,1, 20
672,1.227088212966919,1, 50
673,2.6005845069885254,0, 1
674,1.148742437362671,1, 50
675,1.3026602268218994,1, 50
676,3.2501561641693115,0, 1
677,3.855483055114746,0, 1
678,3.203470468521118,0, 1
679,3.9448070526123047,0, 1
680,2.235722780227661,0, 2
681,2.0420498847961426,0, 5
682,2.114640712738037,0, 5
683,2.2313318252563477,0, 5
684,3.309706211090088,0, 10
685,3.141106367111206,0, 10
686,2.950392246246338,0, 10
687,2.9299168586730957,0, 10
688,6.146470069885254,0, 2
689,4.394580841064453,0, 20
690,4.254968643188477,0, 20
691,4.159179210662842,0, 20
692,6.659833908081055,0, 1
693,3.8484721183776855,0, 50
694,6.730400562286377,0, 1
695,3.8545963764190674,0, 50
696,11.375316619873047,0, 1
697,10.641611099243164,0, 1
698,11.061759948730469,0, 1
699,10.660326957702637,0, 1
700,1.0018932819366455,1, 5
701,0.876511812210083,1, 5
702,0.8411524295806885,1, 5
703,0.8031275272369385,1, 5
704,0.5171393752098083,1, 10
705,0.4075843095779419,1, 10
706,0.5217775106430054,1, 10
707,0.4279131591320038,1, 10
708,1.250067114830017,1, 20
709,0.9227985739707947,1, 20
710,0.9737026691436768,1, 20
711,0.806068480014801,1, 20
712,1.1831706762313843,1, 50
713,1.3820250034332275,1, 50
714,1.152591347694397,1, 50
715,1.214119791984558,1, 50
716,2.504218816757202,0, 1
717,2.71504807472229,0, 1
718,1.227284550666809,1, 100
719,1.3262428045272827,1, 100
720,1.5892913341522217,0, 1
721,1.1153104305267334,1, 5
722,1.177648901939392,1, 5
723,1.1095938682556152,1, 5
724,0.853725790977478,1, 10
725,0.6298156976699829,1, 10
726,0.8585697412490845,1, 10
727,0.7416335344314575,1, 10
728,2.4137167930603027,0, 1
729,1.3251336812973022,1, 20
730,1.4141513109207153,1, 20
731,1.3258650302886963,1, 20
732,2.89965558052063,0, 1
733,3.2778244018554688,0, 1
734,2.9627223014831543,0, 1
735,3.139298915863037,0, 1
736,3.7724666595458984,0, 1
737,4.194707870483398,0, 1
738,3.880277395248413,0, 1
739,4.178253173828125,0, 1
740,1.1259119510650635,1, 5
741,1.2336899042129517,1, 5
742,1.003037691116333,1, 5
743,1.1556395292282104,1, 5
744,0.6742990612983704,1, 10
745,0.5850585699081421,1, 10
746,0.706723153591156,1, 10
747,0.6690475344657898,1, 10
748,1.286256194114685,1, 20
749,1.1847779750823975,1, 20
750,0.9989404082298279,1, 20
751,1.1102349758148193,1, 20
752,1.3008649349212646,1, 50
753,2.81162691116333,0, 1
754,1.2706446647644043,1, 50
755,1.3931785821914673,1, 50
756,3.2891805171966553,0, 1
757,3.580349922180176,0, 1
758,3.1780459880828857,0, 1
759,3.223491907119751,0, 1
760,1.718136191368103,0, 1
761,1.7368019819259644,0, 1
762,1.2616839408874512,1, 5
763,1.6065948009490967,0, 1
764,0.7790156602859497,1, 10
765,0.7315036654472351,1, 10
766,0.8023554086685181,1, 10
767,0.7576186656951904,1, 10
768,2.437129020690918,0, 1
769,2.365898370742798,0, 1
770,1.2909709215164185,1, 20
771,1.330365777015686,1, 20
772,2.918588638305664,0, 1
773,3.3774101734161377,0, 1
774,2.757143259048462,0, 1
775,2.895054817199707,0, 1
776,3.6094038486480713,0, 1
777,4.15606164932251,0, 1
778,3.4788341522216797,0, 1
779,3.7674570083618164,0, 1
780,1.069187879562378,1, 5
781,0.8858567476272583,1, 5
782,0.8517097234725952,1, 5
783,0.9197739362716675,1, 5
784,0.5825804471969604,1, 10
785,0.4402569830417633,1, 10
786,0.5667026042938232,1, 10
787,0.5319808721542358,1, 10
788,1.2410932779312134,1, 20
789,0.9965130686759949,1, 20
790,0.953972339630127,1, 20
791,0.964323878288269,1, 20
792,1.2067081928253174,1, 50
793,1.125144600868225,1, 50
794,1.1659719944000244,1, 50
795,1.0982539653778076,1, 50
796,2.562333822250366,0, 1
797,2.497671604156494,0, 1
798,1.334765911102295,1, 100
799,2.616940498352051,0, 1
800,1.2802953720092773,1, 5
801,1.9194687604904175,0, 1
802,1.0810661315917969,1, 5
803,1.8738160133361816,0, 1
804,0.7348977327346802,1, 10
805,0.7878063917160034,1, 10
806,0.7285730242729187,1, 10
807,0.8921759128570557,1, 10
808,1.3372033834457397,1, 20
809,1.4276471138000488,1, 20
810,1.0455052852630615,1, 20
811,1.3374192714691162,1, 20
812,2.7202227115631104,0, 1
813,4.002889156341553,0, 1
814,1.3899136781692505,1, 50
815,3.4190664291381836,0, 1
816,4.461513996124268,0, 1
817,4.935258388519287,0, 1
818,4.2399983406066895,0, 1
819,4.679088115692139,0, 1
820,4.8135151863098145,0, 5
821,4.717826843261719,0, 5
822,4.374963760375977,0, 5
823,4.544740200042725,0, 5
824,5.137194633483887,0, 10
825,5.466389179229736,0, 10
826,5.028748989105225,0, 10
827,5.1046247482299805,0, 10
828,6.919163703918457,0, 10
829,6.042294502258301,0, 20
830,6.085081577301025,0, 20
831,5.723097324371338,0, 20
832,6.582241535186768,0, 50
833,6.329596519470215,0, 50
834,9.339981079101562,0, 5
835,6.307515621185303,0, 50
836,9.50204849243164,0, 5
837,9.163442611694336,0, 5
838,9.037317276000977,0, 5
839,8.714909553527832,0, 10
840,0.9749243259429932,1, 5
841,0.7374043464660645,1, 5
842,0.8698887825012207,1, 5
843,0.6868612170219421,1, 5
844,0.4671744704246521,1, 10
845,0.2833591401576996,1, 10
846,0.5115799903869629,1, 10
847,0.3265644311904907,1, 10
848,1.09242844581604,1, 20
849,0.6737982034683228,1, 20
850,0.9378509521484375,1, 20
851,0.6169455051422119,1, 20
852,0.9424810409545898,1, 50
853,0.7366597056388855,1, 50
854,0.9939337968826294,1, 50
855,0.6923096179962158,1, 50
856,2.3977549076080322,0, 1
857,1.0804438591003418,1, 100
858,2.5763356685638428,0, 1
859,0.9625973701477051,1, 100
860,0.9762554168701172,1, 5
861,0.9222568273544312,1, 5
862,0.8091197609901428,1, 5
863,0.9448890686035156,1, 5
864,0.552918553352356,1, 10
865,0.5224162340164185,1, 10
866,0.5939836502075195,1, 10
867,0.6301554441452026,1, 10
868,1.0145444869995117,1, 20
869,0.9666566848754883,1, 20
870,0.8049749135971069,1, 20
871,0.903487503528595,1, 20
872,1.064104676246643,1, 50
873,1.3112603425979614,1, 50
874,1.1013894081115723,1, 50
875,1.2380752563476562,1, 50
876,3.292515516281128,0, 1
877,3.854884147644043,0, 1
878,3.459628105163574,0, 1
879,4.052412509918213,0, 1
880,2.2177131175994873,0, 2
881,2.025111675262451,0, 5
882,2.1114139556884766,0, 5
883,2.1660878658294678,0, 5
884,3.25618839263916,0, 10
885,3.09952449798584,0, 10
886,2.874772071838379,0, 10
887,2.851745843887329,0, 10
888,5.958914756774902,0, 2
889,4.351864814758301,0, 20
890,4.100430965423584,0, 20
891,4.088174343109131,0, 20
892,6.713337421417236,0, 1
893,3.8355417251586914,0, 50
