2022-03-14 14:46:32,667 [INFO] Logging set up with args
Namespace(dataset='conjunction-fallacy', dataset_path=None, exp_dir='/scratch/im2480/gpt2_conjunction_fallacy', models=['gpt2', 'gpt2-medium', 'gpt2-large', 'gpt2-xl'], use_gpu=True, colab=False, batch_size=1)
2022-03-14 14:46:32,667 [INFO] Saving to results to /scratch/im2480/gpt2_conjunction_fallacy
2022-03-14 14:49:36,503 [INFO] Logging set up with args
Namespace(dataset='conjunction_fallacy', dataset_path=None, exp_dir='/scratch/im2480/gpt2_conjunction_fallacy', models=['gpt2', 'gpt2-medium', 'gpt2-large', 'gpt2-xl'], use_gpu=True, colab=False, batch_size=1)
2022-03-14 14:49:36,503 [INFO] Saving to results to /scratch/im2480/gpt2_conjunction_fallacy
2022-03-14 14:57:43,995 [INFO] Logging set up with args
Namespace(dataset='conjunction_fallacy', dataset_path=None, exp_dir='/scratch/im2480/gpt2_conjunction_fallacy', models=['gpt2', 'gpt2-medium', 'gpt2-large', 'gpt2-xl'], use_gpu=True, colab=False, batch_size=1)
2022-03-14 14:57:43,995 [INFO] Saving to results to /scratch/im2480/gpt2_conjunction_fallacy
2022-03-14 14:57:44,018 [INFO] Copied data
2022-03-14 15:18:18,566 [INFO] Logging set up with args
Namespace(dataset='conjunction_fallacy', dataset_path=None, exp_dir='/scratch/im2480/gpt2_conjunction_fallacy', models=['gpt2', 'gpt2-medium', 'gpt2-large', 'gpt2-xl'], use_gpu=True, colab=False, batch_size=1)
2022-03-14 15:18:18,568 [INFO] Saving to results to /scratch/im2480/gpt2_conjunction_fallacy
2022-03-14 15:18:18,573 [INFO] Copied data
2022-03-14 15:43:51,485 [INFO] Logging set up with args
Namespace(dataset='conjunction_fallacy', dataset_path=None, exp_dir='/scratch/im2480/gpt2_conjunction_fallacy', models=['ada', 'babbage', 'curie'], use_gpu=False, colab=False, batch_size=50)
2022-03-14 15:43:51,486 [INFO] Saving to results to /scratch/im2480/gpt2_conjunction_fallacy
2022-03-14 15:43:51,490 [INFO] Copied data
2022-03-14 15:43:52,169 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:54,934 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:55,091 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:55,548 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:55,703 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:55,858 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:56,014 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:56,173 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:56,327 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:56,480 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:56,654 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:56,808 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:56,961 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:57,115 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:57,288 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:57,454 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:57,607 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:57,763 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:57,920 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:58,091 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:58,248 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:58,400 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:58,566 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:58,721 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:58,881 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:59,035 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:59,189 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:59,342 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:59,501 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:59,663 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:59,823 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:43:59,981 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:00,150 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:00,303 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:00,463 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:00,634 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:00,790 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:00,945 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:01,102 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:01,259 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:01,419 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:01,577 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:01,730 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:01,901 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:02,071 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:02,224 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:02,392 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:02,547 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:51,650 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:51,803 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:51,959 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:52,116 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:52,287 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:52,445 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:52,599 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:52,755 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:52,910 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:53,062 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:53,229 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:53,385 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:53,536 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:53,705 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:53,871 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:54,022 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:54,188 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:54,355 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:54,508 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:54,668 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:54,821 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:54,974 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:55,136 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:55,291 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:55,445 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:55,602 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:55,760 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:55,928 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:56,084 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:56,237 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:56,394 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:56,560 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:56,718 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:56,877 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:57,035 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:57,192 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:57,351 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:57,504 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:57,665 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:57,830 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:57,988 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:58,158 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:58,330 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:58,489 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:58,644 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:58,802 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:58,970 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:59,124 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:59,276 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:59,429 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:59,603 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:59,756 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:44:59,914 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:00,068 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:00,238 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:00,389 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:00,543 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:00,699 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:00,867 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:01,022 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:51,704 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:51,859 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:52,027 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:52,195 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:52,349 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:52,521 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:52,674 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:52,845 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
