,prompt,classes,answer_index
50,"Q: Is this a valid syllogism?
All humans are ambitious.
All humans study hard.
Therefore humans study hard because they are ambitious.
A:","[' Yes.', ' No.']",1
51,"Q: Is this a valid syllogism?
All humans are friendly.
All humans smile.
Therefore humans smile because they are friendly.
A:","[' Yes.', ' No.']",1
52,"Q: Is this a valid syllogism?
All humans are angry.
All humans frown.
Therefore humans frown because they are angry.
A:","[' Yes.', ' No.']",1
53,"Q: Is this a valid syllogism?
All humans are brave.
All humans face their fears.
Therefore humans face their fears because they are brave.
A:","[' Yes.', ' No.']",1
54,"Q: Is this a valid syllogism?
All humans are scared.
All humans hide.
Therefore humans hide because they are scared.
A:","[' Yes.', ' No.']",1
55,"Q: Is this a valid syllogism?
All humans are smart.
All humans have good ideas.
Therefore humans have good ideas because they are smart.
A:","[' Yes.', ' No.']",1
56,"Q: Is this a valid syllogism?
All humans are lazy.
All humans do nothing.
Therefore humans do nothing because they are lazy.
A:","[' Yes.', ' No.']",1
57,"Q: Is this a valid syllogism?
All humans are busy.
All humans have no time.
Therefore humans have no time because they are busy.
A:","[' Yes.', ' No.']",1
58,"Q: Is this a valid syllogism?
All humans are in a rush.
All humans are late.
Therefore humans are late because they are in a rush.
A:","[' Yes.', ' No.']",1
59,"Q: Is this a valid syllogism?
All humans are conscientious.
All humans arrive on time.
Therefore humans arrive on time because they are conscientious.
A:","[' Yes.', ' No.']",1
60,"Q: Is this a valid syllogism?
All students are ambitious.
All students study hard.
Therefore students study hard because they are ambitious.
A:","[' Yes.', ' No.']",1
61,"Q: Is this a valid syllogism?
All students are friendly.
All students smile.
Therefore students smile because they are friendly.
A:","[' Yes.', ' No.']",1
62,"Q: Is this a valid syllogism?
All students are angry.
All students frown.
Therefore students frown because they are angry.
A:","[' Yes.', ' No.']",1
63,"Q: Is this a valid syllogism?
All students are brave.
All students face their fears.
Therefore students face their fears because they are brave.
A:","[' Yes.', ' No.']",1
64,"Q: Is this a valid syllogism?
All students are scared.
All students hide.
Therefore students hide because they are scared.
A:","[' Yes.', ' No.']",1
65,"Q: Is this a valid syllogism?
All students are smart.
All students have good ideas.
Therefore students have good ideas because they are smart.
A:","[' Yes.', ' No.']",1
66,"Q: Is this a valid syllogism?
All students are lazy.
All students do nothing.
Therefore students do nothing because they are lazy.
A:","[' Yes.', ' No.']",1
67,"Q: Is this a valid syllogism?
All students are busy.
All students have no time.
Therefore students have no time because they are busy.
A:","[' Yes.', ' No.']",1
68,"Q: Is this a valid syllogism?
All students are in a rush.
All students are late.
Therefore students are late because they are in a rush.
A:","[' Yes.', ' No.']",1
69,"Q: Is this a valid syllogism?
All students are conscientious.
All students arrive on time.
Therefore students arrive on time because they are conscientious.
A:","[' Yes.', ' No.']",1
70,"Q: Is this a valid syllogism?
All boys are ambitious.
All boys study hard.
Therefore boys study hard because they are ambitious.
A:","[' Yes.', ' No.']",1
71,"Q: Is this a valid syllogism?
All boys are friendly.
All boys smile.
Therefore boys smile because they are friendly.
A:","[' Yes.', ' No.']",1
72,"Q: Is this a valid syllogism?
All boys are angry.
All boys frown.
Therefore boys frown because they are angry.
A:","[' Yes.', ' No.']",1
73,"Q: Is this a valid syllogism?
All boys are brave.
All boys face their fears.
Therefore boys face their fears because they are brave.
A:","[' Yes.', ' No.']",1
74,"Q: Is this a valid syllogism?
All boys are scared.
All boys hide.
Therefore boys hide because they are scared.
A:","[' Yes.', ' No.']",1
75,"Q: Is this a valid syllogism?
All boys are smart.
All boys have good ideas.
Therefore boys have good ideas because they are smart.
A:","[' Yes.', ' No.']",1
76,"Q: Is this a valid syllogism?
All boys are lazy.
All boys do nothing.
Therefore boys do nothing because they are lazy.
A:","[' Yes.', ' No.']",1
77,"Q: Is this a valid syllogism?
All boys are busy.
All boys have no time.
Therefore boys have no time because they are busy.
A:","[' Yes.', ' No.']",1
78,"Q: Is this a valid syllogism?
All boys are in a rush.
All boys are late.
Therefore boys are late because they are in a rush.
A:","[' Yes.', ' No.']",1
79,"Q: Is this a valid syllogism?
All boys are conscientious.
All boys arrive on time.
Therefore boys arrive on time because they are conscientious.
A:","[' Yes.', ' No.']",1
80,"Q: Is this a valid syllogism?
All girls are ambitious.
All girls study hard.
Therefore girls study hard because they are ambitious.
A:","[' Yes.', ' No.']",1
81,"Q: Is this a valid syllogism?
All girls are friendly.
All girls smile.
Therefore girls smile because they are friendly.
A:","[' Yes.', ' No.']",1
82,"Q: Is this a valid syllogism?
All girls are angry.
All girls frown.
Therefore girls frown because they are angry.
A:","[' Yes.', ' No.']",1
83,"Q: Is this a valid syllogism?
All girls are brave.
All girls face their fears.
Therefore girls face their fears because they are brave.
A:","[' Yes.', ' No.']",1
84,"Q: Is this a valid syllogism?
All girls are scared.
All girls hide.
Therefore girls hide because they are scared.
A:","[' Yes.', ' No.']",1
85,"Q: Is this a valid syllogism?
All girls are smart.
All girls have good ideas.
Therefore girls have good ideas because they are smart.
A:","[' Yes.', ' No.']",1
86,"Q: Is this a valid syllogism?
All girls are lazy.
All girls do nothing.
Therefore girls do nothing because they are lazy.
A:","[' Yes.', ' No.']",1
87,"Q: Is this a valid syllogism?
All girls are busy.
All girls have no time.
Therefore girls have no time because they are busy.
A:","[' Yes.', ' No.']",1
88,"Q: Is this a valid syllogism?
All girls are in a rush.
All girls are late.
Therefore girls are late because they are in a rush.
A:","[' Yes.', ' No.']",1
89,"Q: Is this a valid syllogism?
All girls are conscientious.
All girls arrive on time.
Therefore girls arrive on time because they are conscientious.
A:","[' Yes.', ' No.']",1
90,"Q: Is this a valid syllogism?
All people are ambitious.
All people study hard.
Therefore people study hard because they are ambitious.
A:","[' Yes.', ' No.']",1
91,"Q: Is this a valid syllogism?
All people are friendly.
All people smile.
Therefore people smile because they are friendly.
A:","[' Yes.', ' No.']",1
92,"Q: Is this a valid syllogism?
All people are angry.
All people frown.
Therefore people frown because they are angry.
A:","[' Yes.', ' No.']",1
93,"Q: Is this a valid syllogism?
All people are brave.
All people face their fears.
Therefore people face their fears because they are brave.
A:","[' Yes.', ' No.']",1
94,"Q: Is this a valid syllogism?
All people are scared.
All people hide.
Therefore people hide because they are scared.
A:","[' Yes.', ' No.']",1
95,"Q: Is this a valid syllogism?
All people are smart.
All people have good ideas.
Therefore people have good ideas because they are smart.
A:","[' Yes.', ' No.']",1
96,"Q: Is this a valid syllogism?
All people are lazy.
All people do nothing.
Therefore people do nothing because they are lazy.
A:","[' Yes.', ' No.']",1
97,"Q: Is this a valid syllogism?
All people are busy.
All people have no time.
Therefore people have no time because they are busy.
A:","[' Yes.', ' No.']",1
98,"Q: Is this a valid syllogism?
All people are in a rush.
All people are late.
Therefore people are late because they are in a rush.
A:","[' Yes.', ' No.']",1
99,"Q: Is this a valid syllogism?
All people are conscientious.
All people arrive on time.
Therefore people arrive on time because they are conscientious.
A:","[' Yes.', ' No.']",1
