,prompt,classes,answer_index
15,"Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
16,"Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
17,"Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
18,"Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
19,"Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
20,"Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
21,"Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
22,"Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
23,"Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
24,"Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
25,"Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
26,"Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
27,"Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
28,"Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
29,"Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
30,"Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
31,"Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
32,"Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
33,"Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
34,"Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
35,"Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
36,"Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
37,"Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
38,"Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
39,"Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
40,"Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
41,"Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
42,"Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
43,"Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
44,"Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
45,"Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
46,"Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
47,"Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
48,"Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
49,"Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
50,"Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
51,"Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
52,"Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
53,"Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
54,"Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
55,"Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
56,"Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
57,"Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
58,"Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
59,"Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
60,"Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
61,"Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
62,"Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
63,"Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
64,"Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
65,"Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
66,"Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
67,"Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
68,"Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
69,"Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
70,"Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
71,"Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
72,"Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
73,"Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
74,"Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
75,"Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
76,"Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
77,"Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
78,"Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
79,"Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
80,"Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
81,"Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
82,"Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
83,"Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
84,"Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
85,"Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
86,"Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
87,"Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
88,"Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
89,"Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
90,"Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
91,"Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
92,"Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
93,"Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
94,"Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
95,"Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
96,"Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
97,"Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
98,"Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
99,"Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
100,"Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
101,"Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
102,"Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
103,"Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
104,"Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
105,"Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
106,"Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
107,"Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
108,"Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
109,"Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
110,"Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
111,"Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
112,"Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
113,"Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
114,"Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
115,"Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
116,"Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
117,"Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
118,"Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
119,"Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
120,"Q: I rolled a a fair 12-sided die 3 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
121,"Q: I rolled a a fair 12-sided die 3 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
122,"Q: I rolled a a fair 12-sided die 3 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
123,"Q: I rolled a a fair 12-sided die 5 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
124,"Q: I rolled a a fair 12-sided die 5 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
125,"Q: I rolled a a fair 12-sided die 5 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
126,"Q: I rolled a a fair 12-sided die 10 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
127,"Q: I rolled a a fair 12-sided die 10 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
128,"Q: I rolled a a fair 12-sided die 10 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
129,"Q: I rolled a a fair 12-sided die 25 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
130,"Q: I rolled a a fair 12-sided die 25 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
131,"Q: I rolled a a fair 12-sided die 25 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
132,"Q: I rolled a a fair 12-sided die 50 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
133,"Q: I rolled a a fair 12-sided die 50 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
134,"Q: I rolled a a fair 12-sided die 50 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
135,"Q: I rolled a a fair 12-sided die 3 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
136,"Q: I rolled a a fair 12-sided die 3 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
137,"Q: I rolled a a fair 12-sided die 3 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
138,"Q: I rolled a a fair 12-sided die 5 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
139,"Q: I rolled a a fair 12-sided die 5 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
140,"Q: I rolled a a fair 12-sided die 5 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
141,"Q: I rolled a a fair 12-sided die 10 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
142,"Q: I rolled a a fair 12-sided die 10 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
143,"Q: I rolled a a fair 12-sided die 10 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
144,"Q: I rolled a a fair 12-sided die 25 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
145,"Q: I rolled a a fair 12-sided die 25 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
146,"Q: I rolled a a fair 12-sided die 25 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
147,"Q: I rolled a a fair 12-sided die 50 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
148,"Q: I rolled a a fair 12-sided die 50 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
149,"Q: I rolled a a fair 12-sided die 50 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
150,"Q: I rolled a a fair 12-sided die 3 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
151,"Q: I rolled a a fair 12-sided die 3 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
152,"Q: I rolled a a fair 12-sided die 3 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
153,"Q: I rolled a a fair 12-sided die 5 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
154,"Q: I rolled a a fair 12-sided die 5 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
155,"Q: I rolled a a fair 12-sided die 5 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
156,"Q: I rolled a a fair 12-sided die 10 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
157,"Q: I rolled a a fair 12-sided die 10 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
158,"Q: I rolled a a fair 12-sided die 10 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
159,"Q: I rolled a a fair 12-sided die 25 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
160,"Q: I rolled a a fair 12-sided die 25 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
161,"Q: I rolled a a fair 12-sided die 25 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
162,"Q: I rolled a a fair 12-sided die 50 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
163,"Q: I rolled a a fair 12-sided die 50 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
164,"Q: I rolled a a fair 12-sided die 50 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
165,"Q: I rolled a a fair 12-sided die 3 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
166,"Q: I rolled a a fair 12-sided die 3 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
167,"Q: I rolled a a fair 12-sided die 3 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
168,"Q: I rolled a a fair 12-sided die 5 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
169,"Q: I rolled a a fair 12-sided die 5 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
170,"Q: I rolled a a fair 12-sided die 5 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
171,"Q: I rolled a a fair 12-sided die 10 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
172,"Q: I rolled a a fair 12-sided die 10 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
173,"Q: I rolled a a fair 12-sided die 10 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
174,"Q: I rolled a a fair 12-sided die 25 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
175,"Q: I rolled a a fair 12-sided die 25 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
176,"Q: I rolled a a fair 12-sided die 25 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
177,"Q: I rolled a a fair 12-sided die 50 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
178,"Q: I rolled a a fair 12-sided die 50 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
179,"Q: I rolled a a fair 12-sided die 50 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
180,"Q: I rolled a a fair 20-sided die 3 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
181,"Q: I rolled a a fair 20-sided die 3 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
182,"Q: I rolled a a fair 20-sided die 3 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
183,"Q: I rolled a a fair 20-sided die 5 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
184,"Q: I rolled a a fair 20-sided die 5 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
185,"Q: I rolled a a fair 20-sided die 5 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
186,"Q: I rolled a a fair 20-sided die 10 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
187,"Q: I rolled a a fair 20-sided die 10 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
