,prompt,classes,answer_index
10,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
11,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
12,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
13,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
14,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
15,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
16,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
17,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
18,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
19,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
20,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
21,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
22,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
23,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
24,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
25,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
26,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
27,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
28,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
29,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
30,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
31,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
32,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
33,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
34,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
35,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
36,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
37,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
38,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
39,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
40,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
41,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
42,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
43,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
44,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
45,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
46,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
47,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 3 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
48,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
49,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
50,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 5 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
51,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
52,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
53,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 10 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
54,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
55,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
56,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 25 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
57,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
58,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
59,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 6-sided die 50 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
60,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
61,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
62,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
63,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
64,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
65,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
66,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
67,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
68,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
69,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
70,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
71,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
72,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 1. Am I more likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
73,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 1. Am I less likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",1
74,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 1. Am I equally likely to finally roll a 1 on the next roll?
A:","[' Yes', ' No']",0
75,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
76,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
77,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
78,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
79,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
80,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
81,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
82,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
83,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
84,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
85,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
86,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
87,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 2. Am I more likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
88,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 2. Am I less likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",1
89,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 2. Am I equally likely to finally roll a 2 on the next roll?
A:","[' Yes', ' No']",0
90,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
91,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
92,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
93,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
94,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
95,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
96,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
97,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
98,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 10 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
99,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
100,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
101,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 25 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
102,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 5. Am I more likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
103,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 5. Am I less likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",1
104,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 50 times, and none of those rolls were 5. Am I equally likely to finally roll a 5 on the next roll?
A:","[' Yes', ' No']",0
105,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
106,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
107,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 3 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
108,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 6. Am I more likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
109,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 6. Am I less likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",1
110,"Q: I rolled a fair 6-sided die 40 times and it never came up 6. Am I now more likely than before to roll a 6 next?
A: No

Q: I rolled a a fair 8-sided die 5 times, and none of those rolls were 6. Am I equally likely to finally roll a 6 on the next roll?
A:","[' Yes', ' No']",0
